File Name,Average Response Time,Request Type,Frequency,Size,Power
order_high_large_grpc1,9.881153389578685,0.9993751952514839,2.0,2.0,18.6
order_high_large_grpc10,11.328142538841348,0.9993751952514839,2.0,2.0,20.4
order_high_large_grpc2,8.60723140736809,0.9993751952514839,2.0,2.0,17.6
order_high_large_grpc3,8.944480338250287,0.9993751952514839,2.0,2.0,18.2
order_high_large_grpc4,9.149037763563683,0.9993751952514839,2.0,2.0,18.6
order_high_large_grpc5,9.433013846719405,0.9993751952514839,2.0,2.0,18.4
order_high_large_grpc6,9.756890151766129,0.9993751952514839,2.0,2.0,18.3
order_high_large_grpc7,10.663170367042767,0.9993751952514839,2.0,2.0,18.4
order_high_large_grpc8,9.967386478092521,0.9993751952514839,2.0,2.0,19.0
order_high_large_grpc9,9.91628772317199,0.9993751952514839,2.0,2.0,19.4
order_high_medium_grpc1,7.7719545204308815,0.9993751952514839,2.0,1.0,17.7
order_high_medium_grpc10,6.854173604224343,0.9993751952514839,2.0,1.0,19.5
order_high_medium_grpc2,5.970528429170372,0.9993751952514839,2.0,1.0,17.6
order_high_medium_grpc3,6.282760850008344,0.9993751952514839,2.0,1.0,17.6
order_high_medium_grpc4,6.37950141375768,0.9993751952514839,2.0,1.0,18.3
order_high_medium_grpc5,5.70839621432242,0.9993751952514839,2.0,1.0,18.2
order_high_medium_grpc6,7.0808846536965575,0.9993751952514839,2.0,1.0,18.2
order_high_medium_grpc7,6.4925442697131075,0.9993751952514839,2.0,1.0,18.5
order_high_medium_grpc8,6.7054121172986925,0.9993751952514839,2.0,1.0,19.1
order_high_medium_grpc9,7.421403008775087,0.9993751952514839,2.0,1.0,18.9
order_high_small_grpc1,8.66529181934311,0.9993751952514839,2.0,0.0,18.1
order_high_small_grpc10,6.296598785847891,0.9993751952514839,2.0,0.0,19.1
order_high_small_grpc2,6.722642340755556,0.9993751952514839,2.0,0.0,17.6
order_high_small_grpc3,6.582880439673318,0.9993751952514839,2.0,0.0,17.8
order_high_small_grpc4,6.055511243321234,0.9993751952514839,2.0,0.0,18.3
order_high_small_grpc5,7.585160288581392,0.9993751952514839,2.0,0.0,18.2
order_high_small_grpc6,6.572660377714783,0.9993751952514839,2.0,0.0,18.4
order_high_small_grpc7,5.9141136254766025,0.9993751952514839,2.0,0.0,18.4
order_high_small_grpc8,6.548587038996629,0.9993751952514839,2.0,0.0,18.7
order_high_small_grpc9,7.155526967399055,0.9993751952514839,2.0,0.0,18.9
order_low_large_grpc1,12.757265067193657,0.9692307692307692,0.0,2.0,15.9
order_low_large_grpc10,12.705575849395245,0.9692307692307692,0.0,2.0,16.2
order_low_large_grpc2,10.133494019100908,0.9692307692307692,0.0,2.0,15.9
order_low_large_grpc3,7.954632725159172,0.9692307692307692,0.0,2.0,15.9
order_low_large_grpc4,10.62575020478107,0.9692307692307692,0.0,2.0,15.9
order_low_large_grpc5,9.685574201284908,0.9692307692307692,0.0,2.0,15.8
order_low_large_grpc6,12.746478692861274,0.9692307692307692,0.0,2.0,15.9
order_low_large_grpc7,12.373347781249322,0.9692307692307692,0.0,2.0,15.9
order_low_large_grpc8,12.397083468385972,0.9692307692307692,0.0,2.0,15.9
order_low_large_grpc9,12.123145068471786,0.9692307692307692,0.0,2.0,16.0
order_low_medium_grpc1,10.735285242844839,0.9692307692307692,0.0,1.0,15.9
order_low_medium_grpc10,8.2633065758273,0.9692307692307692,0.0,1.0,16.0
order_low_medium_grpc2,6.162185287394095,0.9692307692307692,0.0,1.0,16.0
order_low_medium_grpc3,7.674463515286334,0.9692307692307692,0.0,1.0,15.8
order_low_medium_grpc4,8.608468764577992,0.9692307692307692,0.0,1.0,15.9
order_low_medium_grpc5,10.979325030348264,0.9692307692307692,0.0,1.0,15.8
order_low_medium_grpc6,8.537390596757177,0.9692307692307692,0.0,1.0,15.9
order_low_medium_grpc7,8.38856138580013,0.9692307692307692,0.0,1.0,15.9
order_low_medium_grpc8,7.9181634428096,0.9692307692307692,0.0,1.0,15.9
order_low_medium_grpc9,11.61256039631553,0.9692307692307692,0.0,1.0,15.9
order_low_small_grpc1,93.17619466310134,0.9692307692307692,0.0,0.0,15.9
order_low_small_grpc10,11.048536507587414,0.9692307692307692,0.0,0.0,16.1
order_low_small_grpc2,9.742480382556096,0.9692307692307692,0.0,0.0,15.9
order_low_small_grpc3,8.457737872959115,0.9692307692307692,0.0,0.0,15.7
order_low_small_grpc4,11.957577386056073,0.9692307692307692,0.0,0.0,15.7
order_low_small_grpc5,9.175817605864722,0.9692307692307692,0.0,0.0,15.9
order_low_small_grpc6,8.736372335988563,0.9692307692307692,0.0,0.0,15.8
order_low_small_grpc7,8.346425485797226,0.9692307692307692,0.0,0.0,15.9
order_low_small_grpc8,13.982656208099797,0.9692307692307692,0.0,0.0,15.8
order_low_small_grpc9,12.749812856782228,0.9692307692307692,0.0,0.0,15.9
order_medium_large_grpc1,9.219908173690783,0.9968798751950078,1.0,2.0,16.5
order_medium_large_grpc10,10.353010395192541,0.9968798751950078,1.0,2.0,17.9
order_medium_large_grpc2,8.528183233283926,0.9968798751950078,1.0,2.0,16.4
order_medium_large_grpc3,9.00210550535121,0.9968798751950078,1.0,2.0,16.5
order_medium_large_grpc4,8.129722838202724,0.9968798751950078,1.0,2.0,16.8
order_medium_large_grpc5,8.474674008175498,0.9968798751950078,1.0,2.0,16.5
order_medium_large_grpc6,9.28601776904543,0.9968798751950078,1.0,2.0,16.7
order_medium_large_grpc7,8.585338652483188,0.9968798751950078,1.0,2.0,17.0
order_medium_large_grpc8,8.572356664080871,0.9968798751950078,1.0,2.0,17.1
order_medium_large_grpc9,10.391495951625984,0.9968798751950078,1.0,2.0,17.5
order_medium_medium_grpc1,7.846087968209758,0.9968798751950078,1.0,1.0,16.8
order_medium_medium_grpc10,6.674809946707683,0.9968798751950078,1.0,1.0,17.4
order_medium_medium_grpc2,6.005222987005254,0.9968798751950078,1.0,1.0,16.3
order_medium_medium_grpc3,6.438825621444266,0.9968798751950078,1.0,1.0,16.3
order_medium_medium_grpc4,6.341873291967204,0.9968798751950078,1.0,1.0,16.5
order_medium_medium_grpc5,6.125678531680023,0.9968798751950078,1.0,1.0,16.4
order_medium_medium_grpc6,6.122528687410522,0.9968798751950078,1.0,1.0,16.8
order_medium_medium_grpc7,6.218469241139246,0.9968798751950078,1.0,1.0,17.1
order_medium_medium_grpc8,6.149969841499114,0.9968798751950078,1.0,1.0,16.8
order_medium_medium_grpc9,7.442205713596195,0.9968798751950078,1.0,1.0,8.23
order_medium_small_grpc1,12.35497059096815,0.9968798751950078,1.0,0.0,16.6
order_medium_small_grpc10,6.932592645171098,0.9968798751950078,1.0,0.0,17.1
order_medium_small_grpc2,6.491481964621926,0.9968798751950078,1.0,0.0,16.2
order_medium_small_grpc3,6.669621579203522,0.9968798751950078,1.0,0.0,16.4
order_medium_small_grpc4,6.572029444214422,0.9968798751950078,1.0,0.0,16.9
order_medium_small_grpc5,7.505917872185819,0.9968798751950078,1.0,0.0,17.0
order_medium_small_grpc6,7.605795958079398,0.9968798751950078,1.0,0.0,17.1
order_medium_small_grpc7,6.45641959272325,0.9968798751950078,1.0,0.0,17.3
order_medium_small_grpc8,7.8803598233207595,0.9968798751950078,1.0,0.0,17.0
order_medium_small_grpc9,8.295745975192403,0.9968798751950078,1.0,0.0,17.2
idle_1,15.8,,,,
idle_2,15.7,,,,
idle_3,15.6,,,,
idle_4,15.6,,,,
idle_5,15.4,,,,
idle_6,15.7,,,,
idle_7,15.7,,,,
idle_8,15.7,,,,,,,,,
idle_9,15.8,,,,,,,,,
idle_10,15.7,,,,,,,,,